"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","po_number","u_scheduled_retirement","model_id"
"AO005589-CRT","AO005589-SCN","C017052","TEMPVIHA015-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","Renal Area Pod E","DMND0004854","","Unknown Manufacturer Unknown Model Name Unknown Model Number"
"AO000565-CRT","AO000565-SCN","TEMPVIHA016-SCN","TEMPVIHA016-SCN","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","","SCTASK3399647","","Unknown Manufacturer Unknown Model Name Unknown Model Number"
"","166219","166219","TXK0819408","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166222","166222","TXK0819626","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166224","166224","TXK0819628","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166215","166215","TXK0819629","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166223","166223","TXK0819631","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166221","166221","TXK0820125","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166217","166217","TXK0820127","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166218","166218","TXK0820199","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166216","166216","TXK0820207","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","166220","166220","TXK0820262","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","Westblock","WB318","","","ZEBRA BARCODE SCANNER DS8108-HC"
